Name,Location,Location_name,Year,Kilometers_Driven,Fuel_Type,Fuel_Type_name,Transmission,Transmission_name,Owner_Type,Owner_Type_name,Mileage,Engine,Power,Seats,Price
Fiat Punto EVO 1.2 Emotion,5,Hyderabad,2010,59270,3,Petrol,2,Manual,1,First,15.7,1172,67,5,2.6
Maruti Wagon R VXI BS IV,11,Kolkata,2012,40000,3,Petrol,2,Manual,1,First,18.9,998,67.1,5,2.35
Mitsubishi Pajero 4X4 LHD,9,Bangalore,2012,155566,2,Diesel,2,Manual,2,Second,9.5,2835,118.6,6,9.15
Honda Brio EX MT,3,Chennai,2013,42320,3,Petrol,2,Manual,1,First,19.4,1198,86.8,5,2.9
Hyundai i20 Asta Option 1.4 Di,4,Coimbatore,2017,24153,2,Diesel,2,Manual,2,Second,22.54,1396,88.73,5,9.18
Hyundai eta 1.6 SX Plus Petrol Automatic,1,Mumbai,2016,27000,3,Petrol,1,Automatic,1,First,13,1591,121.3,5,11.45
Maruti Alto Green LXi (CNG),5,Hyderabad,2012,92000,1,CNG,2,Manual,2,Second,26.83,796,38.4,5,2.1
Honda Amaze S i-VTEC,7,Kochi,2017,61795,3,Petrol,2,Manual,1,First,17.8,1198,86.7,5,5.53
Mahindra KUV 100 mFALCON G80 K6 Plus,3,Chennai,2016,13500,3,Petrol,2,Manual,1,First,18.15,1198,82,6,3.75
Honda City i-VTEC CVT VX,2,Pune,2018,4500,3,Petrol,1,Automatic,1,First,18,1497,117.3,5,12.5
Mahindra XUV500 AT W10 FWD,1,Mumbai,2017,23000,2,Diesel,1,Automatic,1,First,16,2179,140,7,15.5
Hyundai Santro GLS I - Euro I,2,Pune,2011,65400,3,Petrol,2,Manual,1,First,0,1086,null,5,2.1
Mercedes-Benz New C-Class 220 CDI AT,1,Mumbai,2013,80578,2,Diesel,1,Automatic,2,Second,14.84,2143,170,5,14.5
Renault Duster 110PS Diesel RxZ AMT,4,Coimbatore,2017,42646,2,Diesel,1,Automatic,1,First,19.6,1461,108.45,5,12.46
Volkswagen Polo 1.2 MPI Comfortline,9,Bangalore,2014,30000,3,Petrol,2,Manual,2,Second,16.47,1198,74,5,5.25
BMW 5 Series 520d Sedan,8,Delhi,2012,90000,2,Diesel,1,Automatic,1,First,18.48,,,,14.5
Mercedes-Benz S Class 2005 2013 S 350 CDI,9,Bangalore,2009,98000,2,Diesel,1,Automatic,2,Second,13.5,2987,282,5,25
Hyundai Santro GLS II - Euro II,7,Kochi,2012,66400,3,Petrol,2,Manual,1,First,0,,,,2.66
Jaguar XJ 3.0L Premium Luxury,5,Hyderabad,2012,50000,2,Diesel,1,Automatic,1,First,12.9,2993,271.23,4,45
Maruti Swift VDI,6,Jaipur,2015,63310,2,Diesel,2,Manual,1,First,28.4,1248,74,5,5.1
Honda Amaze S i-Dtech,8,Delhi,2014,66000,2,Diesel,2,Manual,1,First,25.8,1498,98.6,5,3.5
BMW 3 Series 320d Highline,10,Ahmedabad,2011,74000,2,Diesel,1,Automatic,2,Second,16.07,1995,181,5,12.5
Hyundai Verna 1.4 EX,5,Hyderabad,2012,93000,2,Diesel,2,Manual,1,First,23.5,1396,88.7,5,5.55
Toyota Fortuner 4x2 4 Speed AT,8,Delhi,2015,70000,2,Diesel,1,Automatic,1,First,11.5,2982,169,7,19.48
Maruti Swift VXI,10,Ahmedabad,2012,48772,3,Petrol,2,Manual,1,First,18.6,1197,85.8,5,3.91
Chevrolet Beat LS,3,Chennai,2010,66000,3,Petrol,2,Manual,1,First,18.6,1199,79.4,5,2.19
Hyundai Grand i10 Asta Option AT,4,Coimbatore,2017,27417,3,Petrol,1,Automatic,1,First,18.9,1197,82,5,6.89
Ford Figo Petrol ZXI,4,Coimbatore,2011,51593,3,Petrol,2,Manual,2,Second,15.6,1196,70,5,3.47
Nissan Teana 230jM,1,Mumbai,2008,86340,3,Petrol,1,Automatic,2,Second,9.1,2349,null,5,3.25
Maruti Swift VXI BSIII,2,Pune,2010,75000,3,Petrol,2,Manual,1,First,16.1,1298,88.2,5,2.85
Audi A4 35 TDI Premium,4,Coimbatore,2016,39237,2,Diesel,1,Automatic,1,First,17.11,1968,174.33,5,25.64
Honda City V MT,7,Kochi,2018,11966,3,Petrol,2,Manual,1,First,16.8,1497,116.3,5,10.28
Honda Jazz V,5,Hyderabad,2015,37000,3,Petrol,2,Manual,1,First,18.2,1199,88.7,5,6.3
Volkswagen Polo 1.5 TDI Highline,3,Chennai,2014,70920,2,Diesel,2,Manual,1,First,20.14,1498,88.8,5,4.75
Nissan Terrano XL D Option,5,Hyderabad,2013,65280,2,Diesel,2,Manual,1,First,19.87,1461,83.14,5,5.8
Land Rover Discovery Sport SD4 HSE Luxury 7S,5,Hyderabad,2016,62000,2,Diesel,1,Automatic,1,First,12.51,2179,187.7,7,44.5
Hyundai i20 Magna Optional 1.2,7,Kochi,2014,44525,3,Petrol,2,Manual,1,First,18.5,1197,82.9,5,4.65
Honda City 1.5 E MT,6,Jaipur,2009,86863,3,Petrol,2,Manual,1,First,17,1497,118,5,3.6
Mahindra XUV500 W10 AWD,5,Hyderabad,2015,102626,2,Diesel,2,Manual,1,First,16,2179,140,7,12.25
Jeep Compass 2.0 Limited Option 4X4,6,Jaipur,2017,45000,2,Diesel,2,Manual,1,First,16.3,1956,170,5,20
Mahindra XUV500 W10 AWD,6,Jaipur,2017,22000,2,Diesel,2,Manual,1,First,16,2179,140,7,16
Mahindra Scorpio VLX 4WD AIRBAG AT BSIV,4,Coimbatore,2011,108905,2,Diesel,1,Automatic,2,Second,11.79,2179,120,8,6.21
Datsun GO Plus T,11,Kolkata,2016,12800,3,Petrol,2,Manual,1,First,19.44,1198,67,7,3.25
Mahindra Scorpio S6 Plus 7 Seater,11,Kolkata,2016,32000,2,Diesel,2,Manual,1,First,15.4,2179,120,7,9.75
Honda Amaze S AT i-Vtech,1,Mumbai,2014,39000,3,Petrol,1,Automatic,1,First,15.5,1198,86.7,5,4.45
Honda City i-DTEC ZX,2,Pune,2017,42000,2,Diesel,2,Manual,1,First,25.6,1498,98.6,5,12
Tata Indigo GLE,3,Chennai,2008,73000,3,Petrol,2,Manual,1,First,14.4,1396,65,5,0.8
Hyundai Grand i10 1.2 Di Sportz,3,Chennai,2018,48000,2,Diesel,2,Manual,1,First,24,1186,73.97,5,5.95
Maruti Alto 800 2016-2019 CNG LXI,2,Pune,2015,18000,1,CNG,2,Manual,1,First,33.44,796,40.3,4,3
Hyundai Verna 1.4 CX VTVT,11,Kolkata,2014,19000,3,Petrol,2,Manual,1,First,17.43,1396,105.5,5,5.25
Toyota Innova ysta 2.4 VX MT,4,Coimbatore,2019,33598,2,Diesel,2,Manual,1,First,13.68,2393,147.8,7,22.2
BMW X1 sDrive20d,6,Jaipur,2012,63000,2,Diesel,1,Automatic,1,First,17.05,1995,184,5,13.5
Volkswagen Jetta 2013-2015 2.0L TDI Highline AT,3,Chennai,2015,48000,2,Diesel,1,Automatic,1,First,16.96,1968,138.03,5,13.5
Ford Figo Diesel ZXI,8,Delhi,2014,66000,2,Diesel,2,Manual,1,First,20,1399,68.05,5,3.47
Mahindra Ssangyong Rexton RX7,10,Ahmedabad,2013,80000,2,Diesel,1,Automatic,2,Second,11.18,2696,184,7,9.5
Volkswagen Vento Petrol Highline,3,Chennai,2011,37000,3,Petrol,2,Manual,1,First,15.04,1598,103.6,5,4.8
Skoda Rapid 1.6 MPI Ambition With Alloy Wheel,7,Kochi,2016,35058,3,Petrol,2,Manual,1,First,15,1598,103.52,5,6.54
Volkswagen Polo Petrol Comfortline 1.2L,8,Delhi,2012,52000,3,Petrol,2,Manual,1,First,16.47,1198,73.9,5,3.1
Maruti S oss DDiS 200 Delta,5,Hyderabad,2015,61313,2,Diesel,2,Manual,1,First,23.65,1248,88.5,5,7.99
Toyota Corolla Altis G,11,Kolkata,2009,45000,3,Petrol,2,Manual,2,Second,14.53,1798,138.1,5,3.3
Maruti Ertiga ZDI,9,Bangalore,2015,74000,2,Diesel,2,Manual,1,First,20.77,1248,88.8,7,8.75
Hyundai i10 Asta Sunroof AT,5,Hyderabad,2013,89000,3,Petrol,1,Automatic,1,First,19.2,1197,80,5,4.19
Mercedes-Benz CLA 200 CDI Sport,7,Kochi,2019,13414,2,Diesel,1,Automatic,1,First,17.9,2143,136,5,30.77
Honda City ZX VTEC,6,Jaipur,2006,95000,3,Petrol,2,Manual,2,Second,16.9,1497,100,5,2.11
Mahindra KUV 100 G80 K8,6,Jaipur,2018,15900,3,Petrol,2,Manual,1,First,18.15,1198,82,6,6.25
Toyota Fortuner 3.0 Diesel,8,Delhi,2011,151000,2,Diesel,2,Manual,1,First,11.5,2982,171,7,11.4
Honda City 1.5 V MT,9,Bangalore,2011,65000,3,Petrol,2,Manual,1,First,17,1497,118,5,5.2
Audi A6 35 TDI Matrix,4,Coimbatore,2017,36824,2,Diesel,1,Automatic,1,First,18.53,1968,187.74,5,39.84
Ford Figo Diesel ZXI,4,Coimbatore,2013,65287,2,Diesel,2,Manual,1,First,20,1399,68.05,5,4.45
Mercedes-Benz GLA Class 200 CDI,11,Kolkata,2014,52000,2,Diesel,1,Automatic,1,First,17.9,2143,136,5,19.5
Chevrolet Aveo U-VA 1.2 LS,5,Hyderabad,2007,33000,3,Petrol,2,Manual,1,First,15.26,1150,74.9,5,1.75
Ford Figo 2015-2019 1.5D Titanium MT,5,Hyderabad,2016,71000,2,Diesel,2,Manual,1,First,25.83,1498,99,5,5.1
Hyundai Elantra Di SX AT,8,Delhi,2013,71000,2,Diesel,1,Automatic,1,First,22.7,1582,126.2,5,6.8
Maruti Baleno Zeta CVT,11,Kolkata,2016,20000,3,Petrol,1,Automatic,1,First,21.4,1197,83.1,5,5.74
Maruti Swift LXi BSIV,5,Hyderabad,2010,71000,3,Petrol,2,Manual,1,First,16.1,1197,85,5,3.3
Mercedes-Benz CLS-Class 2006-2010 350 CDI,5,Hyderabad,2010,29000,2,Diesel,1,Automatic,1,First,9.9,3498,271.72,4,32
BMW 3 Series Luxury Line,10,Ahmedabad,2016,27000,2,Diesel,1,Automatic,1,First,21.76,1995,190,5,35
Maruti Dzire AMT ZDI Plus,3,Chennai,2017,19000,2,Diesel,1,Automatic,1,First,28.4,1248,73.75,5,8.9
Hyundai Verna 1.6 SX VTVT,1,Mumbai,2011,58000,3,Petrol,2,Manual,2,Second,17.01,1591,121.3,5,4
Jeep Compass 2.0 Longitude,7,Kochi,2018,42203,2,Diesel,2,Manual,1,First,17.1,1956,170,5,19.46
Hyundai Sonata Embera 2.0L Di AT,5,Hyderabad,2009,94000,2,Diesel,1,Automatic,1,First,11.4,1991,142,5,5.25
Maruti Eeco 5 STR With AC Plus HTR CNG,8,Delhi,2013,52000,1,CNG,2,Manual,2,Second,15.1,1196,73,5,2.6
Tata Nexon 1.5 Revotorq XZ Plus Dual Tone,11,Kolkata,2018,4900,2,Diesel,2,Manual,1,First,21.5,1497,108.5,5,9.22
Hyundai EON Era Plus,6,Jaipur,2013,70000,3,Petrol,2,Manual,1,First,21.1,814,55.2,5,1.8
Tata Indica DLS,5,Hyderabad,2005,100000,2,Diesel,2,Manual,2,Second,13.5,1405,null,5,1.3
BMW 5 Series 2013-2017 530d M Sport,7,Kochi,2015,65266,2,Diesel,1,Automatic,1,First,14.69,2993,258,5,31.75
Maruti Ertiga VDI,8,Delhi,2014,54569,2,Diesel,2,Manual,1,First,20.77,1248,88.76,7,5.99
Honda Amaze E i-Vtech,7,Kochi,2015,51361,3,Petrol,2,Manual,1,First,18,1198,86.7,5,4.94
Ford Fiesta 1.4 Duratec ZXI,6,Jaipur,2007,125000,3,Petrol,2,Manual,3,Third,16.6,1388,68,5,1.5
Honda Civic 2006-2010 1.8 V MT,9,Bangalore,2008,66000,3,Petrol,2,Manual,3,Third,13.5,1799,130,5,3.25
Maruti Wagon R LX DUO BSIII,5,Hyderabad,2007,65047,4,LPG,2,Manual,1,First,17.3,1061,57.5,5,1.95
Maruti Ertiga ZDI,8,Delhi,2014,22281,2,Diesel,2,Manual,1,First,20.77,1248,88.8,7,6.5
Hyundai Grand i10 Di Sportz,8,Delhi,2013,63210,2,Diesel,2,Manual,1,First,24,1120,70,5,3.71
Hyundai Xcent 1.2 VTVT E Plus,2,Pune,2018,31000,3,Petrol,2,Manual,1,First,20.14,1197,81.86,5,5
Hyundai i10 Era,10,Ahmedabad,2008,60000,3,Petrol,2,Manual,1,First,19.81,1086,68.05,5,1.99
Honda Amaze S i-Vtech,1,Mumbai,2017,32006,3,Petrol,2,Manual,1,First,18,1198,86.7,5,4.25
Audi A6 2.7 TDI,10,Ahmedabad,2009,78000,2,Diesel,1,Automatic,1,First,12.4,2698,179.5,5,8
Hyundai i10 Magna 1.2 iTech SE,1,Mumbai,2011,9489,3,Petrol,2,Manual,1,First,20.36,1197,78.9,5,2.95
Renault KWID RXT Optional,2,Pune,2018,5000,3,Petrol,2,Manual,1,First,25.17,799,53.3,5,3.5
Audi A4 New 2.0 TDI Multitronic,6,Jaipur,2012,60000,2,Diesel,1,Automatic,2,Second,15.2,1968,140.8,5,16
Maruti Alto 800 LXI Airbag,6,Jaipur,2015,50000,3,Petrol,2,Manual,1,First,22.74,796,47.3,5,2.75
Honda City i VTEC VX Option,8,Delhi,2015,53000,3,Petrol,2,Manual,1,First,17.8,1497,117.3,5,6.95
Mercedes-Benz New C-Class C250 Avantgarde,8,Delhi,2011,64000,3,Petrol,1,Automatic,2,Second,11.74,1796,186,5,12.5
Audi Q5 3.0 TDI Quattro Technology,4,Coimbatore,2017,43827,2,Diesel,1,Automatic,1,First,13.22,2967,241.4,5,36.83
Volkswagen Polo 1.2 MPI Comfortline,2,Pune,2011,36431,3,Petrol,2,Manual,1,First,16.2,1199,74,5,2.7
Hyundai eta 1.4 E Plus Diesel,1,Mumbai,2017,35000,2,Diesel,2,Manual,1,First,21.38,1396,88.7,5,9.9
Honda City 1.5 V MT,7,Kochi,2011,94832,3,Petrol,2,Manual,1,First,17,1497,118,5,3.83
Honda City 1.5 S MT,4,Coimbatore,2012,88381,3,Petrol,2,Manual,1,First,17,1497,118,5,5.25
Maruti S oss DDiS 320 Alpha,11,Kolkata,2016,45194,2,Diesel,2,Manual,1,First,22.7,1598,118,5,7.75
Maruti SX4 Vxi BSIV,1,Mumbai,2010,66000,3,Petrol,2,Manual,2,Second,16.51,1586,103.2,5,2.46
Maruti Swift Dzire VDI,11,Kolkata,2014,38578,2,Diesel,2,Manual,1,First,23.4,1248,74,5,3.96
Maruti Ertiga ZDI,3,Chennai,2015,40000,2,Diesel,2,Manual,1,First,20.77,1248,88.8,7,8.25
Hyundai i20 1.2 Spotz,4,Coimbatore,2018,20632,3,Petrol,2,Manual,1,First,18.6,1197,81.83,5,7.58
Hyundai Grand i10 Di Magna,5,Hyderabad,2014,73042,2,Diesel,2,Manual,1,First,24,1120,70,5,3.99
Honda City i VTEC SV,8,Delhi,2014,54257,3,Petrol,2,Manual,1,First,17.4,1497,117.3,5,6.25
Skoda Rapid 1.6 TDI Elegance,5,Hyderabad,2013,93000,2,Diesel,2,Manual,1,First,20.5,1598,103.5,5,5
Mercedes-Benz E-Class E270 CDI,5,Hyderabad,2005,102000,2,Diesel,1,Automatic,2,Second,11,2987,198.5,5,4.65
Hyundai Santa Fe 4WD AT,4,Coimbatore,2016,28881,2,Diesel,1,Automatic,1,First,13.01,2199,194.3,7,21.37
Maruti Alto LXi,5,Hyderabad,2007,52195,3,Petrol,2,Manual,1,First,19.7,796,46.3,5,1.75
ISUZU D-MAX V-oss 4X4,4,Coimbatore,2018,20422,2,Diesel,2,Manual,1,First,12.4,2499,134,5,16.09
Hyundai Verna 1.4 Di GL,11,Kolkata,2012,38000,2,Diesel,2,Manual,1,First,24.8,1396,88.7,5,4.1
Ford Figo Diesel ZXI,4,Coimbatore,2015,92885,2,Diesel,2,Manual,1,First,20,1399,68,5,3.56
Honda City 1.5 S MT,2,Pune,2010,43000,3,Petrol,2,Manual,2,Second,17,1497,118,5,4.21
Maruti Swift VDI BSIV W ABS,4,Coimbatore,2016,70478,2,Diesel,2,Manual,1,First,17.8,1248,null,5,6.86
Hyundai Verna 1.6 Di S,8,Delhi,2015,57000,2,Diesel,2,Manual,1,First,23.9,1582,126.2,5,6.6
Hyundai eta 1.6 SX Plus Petrol Automatic,4,Coimbatore,2018,32434,3,Petrol,1,Automatic,1,First,13,1591,121.3,5,14.35
Ford Ecosport 1.5 DV5 MT Titanium,5,Hyderabad,2017,32000,2,Diesel,2,Manual,1,First,22.7,1498,89.84,5,9.5
BMW X6 xDrive30d,8,Delhi,2011,59000,2,Diesel,1,Automatic,1,First,11.2,2993,241,4,21.9
BMW 5 Series 2013-2017 520d Luxury Line,4,Coimbatore,2016,76467,2,Diesel,1,Automatic,1,First,18.12,1995,190,5,30.45
Ford Figo Aspire 1.5 TDCi Ambiente,5,Hyderabad,2016,100000,2,Diesel,2,Manual,1,First,25.83,1498,99,5,5.1
Hyundai Verna VTVT 1.6 AT EX,2,Pune,2013,37086,3,Petrol,1,Automatic,1,First,17,1591,121.3,5,5.44
Ford Ikon 1.4 TDCi DuraTorq,6,Jaipur,2010,135000,2,Diesel,2,Manual,1,First,13.8,1399,68,5,1.6
Audi A6 2011-2015 2.0 TDI,7,Kochi,2014,54862,2,Diesel,1,Automatic,1,First,17.68,1968,174.33,5,16.67
Honda -V Sport,5,Hyderabad,2010,67758,3,Petrol,2,Manual,1,First,10.8,2354,null,5,9.5
Hyundai i20 2015-2017 Sportz AT 1.4,2,Pune,2012,56200,3,Petrol,1,Automatic,1,First,15,1396,98.6,5,3.85
Toyota Fortuner 2.8 4WD MT,7,Kochi,2011,169006,2,Diesel,2,Manual,1,First,14.24,2755,174.5,7,10.64
Renault KWID RXT,9,Bangalore,2016,20229,3,Petrol,2,Manual,1,First,25.17,799,53.3,5,3.5
Chevrolet Spark 1.0 LT,3,Chennai,2008,62000,3,Petrol,2,Manual,3,Third,18,995,62,5,1.1
Hyundai Verna Transform VTVT,5,Hyderabad,2011,51500,3,Petrol,2,Manual,2,Second,16.2,1599,103.2,5,2.6
BMW 3 Series 320d Sport Line,5,Hyderabad,2012,69000,2,Diesel,1,Automatic,1,First,18.88,1995,184,5,18.5
Hyundai Santro Xing XP,9,Bangalore,2004,167000,3,Petrol,2,Manual,1,First,0,1086,null,5,1.35
Maruti Swift Dzire VDI,5,Hyderabad,2015,62476,2,Diesel,2,Manual,1,First,26.59,1248,74,5,7.95
Hyundai Xcent 1.2 Di E Plus,6,Jaipur,2017,60500,2,Diesel,2,Manual,1,First,25.4,1186,73.97,5,5.49
Honda Jazz V CVT,1,Mumbai,2017,17978,3,Petrol,1,Automatic,1,First,19,1199,88.7,5,6.95
Tata Indigo LS,6,Jaipur,2008,300000,2,Diesel,2,Manual,1,First,17,1405,70,5,1
Ford Fiesta Classic 1.4 Duratorq CLXI,3,Chennai,2013,123000,2,Diesel,2,Manual,2,Second,17.8,1399,67,5,4.45
Maruti S-oss Alpha DDiS 200 SH,11,Kolkata,2016,45296,2,Diesel,2,Manual,1,First,25.1,1248,88.5,5,6.99
Maruti SX4 Zxi with Leather BSIII,4,Coimbatore,2008,77325,3,Petrol,2,Manual,1,First,15.6,1586,104.68,5,3.51
Maruti Baleno Zeta Automatic,7,Kochi,2018,25858,3,Petrol,1,Automatic,1,First,21.4,1197,83.1,5,7.54
Maruti Ritz LDi,9,Bangalore,2016,120000,2,Diesel,2,Manual,1,First,23.2,1248,73.94,5,3.65
Hyundai Elantra Di SX AT,10,Ahmedabad,2016,22000,2,Diesel,1,Automatic,1,First,19.5,1582,126.24,5,16
Chevrolet Spark 1.0 LT,11,Kolkata,2012,11000,3,Petrol,2,Manual,1,First,16.2,995,62.1,5,1.4
Hyundai i20 1.2 Spotz,1,Mumbai,2017,3900,3,Petrol,2,Manual,1,First,18.6,1197,81.83,5,6.45
Hyundai Xcent 1.1 Di Base,5,Hyderabad,2016,106092,2,Diesel,2,Manual,1,First,24.4,1120,71,5,4.4
Honda Jazz 1.2 V CVT i VTEC,8,Delhi,2015,27000,3,Petrol,1,Automatic,1,First,19,1199,88.7,5,5.95
Honda Brio S MT,10,Ahmedabad,2013,11000,3,Petrol,2,Manual,1,First,19.4,1198,86.8,5,3.9
Mercedes-Benz E-Class E250 CDI Avantgrade,4,Coimbatore,2016,39753,2,Diesel,1,Automatic,1,First,13,2143,201.1,5,35.28
Tata Hexa XT,2,Pune,2017,39800,2,Diesel,2,Manual,1,First,17.6,2179,153.86,7,14.25
Hyundai Xcent 1.1 Di Base,2,Pune,2017,73000,2,Diesel,2,Manual,1,First,24.4,1120,71,5,4.5
Ford Ecosport 1.5 DV5 MT Titanium Optional,2,Pune,2015,55000,2,Diesel,2,Manual,1,First,22.7,1498,89.84,5,7.5
Tata Nano XTA,4,Coimbatore,2017,18351,3,Petrol,1,Automatic,1,First,21.9,624,37.48,4,3.41
Honda Brio VX,2,Pune,2013,45000,3,Petrol,2,Manual,2,Second,19.4,1198,86.8,5,3.25
Maruti Ertiga SHVS ZDI Plus,5,Hyderabad,2016,112200,2,Diesel,2,Manual,1,First,24.52,1248,88.5,7,8.3
Hyundai i10 Sportz 1.2,9,Bangalore,2010,29000,3,Petrol,2,Manual,1,First,20.36,1197,78.9,5,3.45
Hyundai Santro Xing XO,5,Hyderabad,2007,57309,3,Petrol,2,Manual,1,First,17,1086,null,5,2.1
Mahindra XUV500 W10 2WD,1,Mumbai,2015,53392,2,Diesel,2,Manual,1,First,16,2179,140,7,11.95
Volkswagen Vento Diesel Highline,5,Hyderabad,2010,71000,2,Diesel,2,Manual,1,First,20.54,1598,103.6,5,4.25
Tata Safari Storme 2012-2015 VX,5,Hyderabad,2014,93000,2,Diesel,2,Manual,1,First,14,2179,138.1,7,8.25
Honda Accord 2.4 Elegance M/T,5,Hyderabad,2010,119000,3,Petrol,2,Manual,1,First,10.2,2354,180,5,5.95
Maruti Eeco 7 Seater Standard,4,Coimbatore,2016,42225,3,Petrol,2,Manual,1,First,15.1,1196,73,7,4.3
Maruti Swift VDI,10,Ahmedabad,2012,65000,2,Diesel,2,Manual,1,First,22.9,1248,74,5,3.9
Maruti Baleno Zeta Automatic,2,Pune,2016,27809,3,Petrol,1,Automatic,1,First,21.4,1197,83.1,5,6.41
Mahindra XUV500 W8 2WD,4,Coimbatore,2015,65100,2,Diesel,2,Manual,1,First,15.1,2179,140,7,8.36
Hyundai Xcent 1.2 Kappa S,3,Chennai,2014,51000,3,Petrol,2,Manual,1,First,19.1,1197,82,5,3.85
Mercedes-Benz New C-Class C 220 CDI Style,5,Hyderabad,2017,10000,2,Diesel,1,Automatic,1,First,19.27,2143,167.62,5,36
Skoda Superb 1.8 TSI MT,11,Kolkata,2011,54895,3,Petrol,2,Manual,1,First,13.14,1798,160,5,7.5
Volkswagen ossPolo 1.5 TDI,5,Hyderabad,2015,80768,2,Diesel,2,Manual,1,First,20.14,1498,88.73,5,5.7
Maruti Ignis 1.2 Delta,7,Kochi,2019,12076,3,Petrol,2,Manual,1,First,20.89,1197,81.8,5,5.5
Maruti Swift VDI BSIV,3,Chennai,2016,49000,2,Diesel,2,Manual,1,First,25.2,1248,74,5,5.9
Honda City i VTEC VX Option,1,Mumbai,2015,42366,3,Petrol,2,Manual,1,First,17.8,1497,117.3,5,7.75
BMW 5 Series 530d Highline Sedan,10,Ahmedabad,2010,68000,2,Diesel,1,Automatic,1,First,11.5,2993,235,5,18
Skoda Laura Ambiente,5,Hyderabad,2008,122397,2,Diesel,2,Manual,1,First,17.5,1896,106,5,4.4
Volkswagen Polo GT TSI,4,Coimbatore,2017,50534,3,Petrol,1,Automatic,1,First,17.21,1197,103.5,5,8.27
Renault Duster 85PS Diesel RxL,10,Ahmedabad,2014,55300,2,Diesel,2,Manual,1,First,19.87,1461,83.8,5,4.75
Honda City 1.5 S AT,5,Hyderabad,2008,73095,3,Petrol,1,Automatic,1,First,16.8,1497,118,5,3.8
Volkswagen Vento Diesel Highline,10,Ahmedabad,2011,51100,2,Diesel,2,Manual,1,First,20.54,1598,103.6,5,3.4
Hyundai Grand i10 Sportz,2,Pune,2016,13436,3,Petrol,2,Manual,2,Second,18.9,1197,82,5,4.7
Ford Fiesta 1.4 ZXi Duratec,2,Pune,2008,76000,3,Petrol,2,Manual,2,Second,16.6,1388,68,5,1.49
Hyundai Xcent 1.1 Di S,1,Mumbai,2016,63141,2,Diesel,2,Manual,2,Second,24.4,1120,71,5,4.5
Honda Amaze VX i-DTEC,5,Hyderabad,2014,74885,2,Diesel,2,Manual,1,First,25.8,1498,98.6,5,5.4
Honda City i VTEC CVT VX,5,Hyderabad,2016,14000,3,Petrol,1,Automatic,1,First,18,1497,117.3,5,11.5
Renault Fluence 1.5,2,Pune,2012,56000,2,Diesel,2,Manual,2,Second,20.4,1461,108.5,5,3.5
BMW 5 Series 520d Luxury Line,10,Ahmedabad,2010,46000,2,Diesel,1,Automatic,1,First,22.48,1995,190,5,16.5
Maruti SX4 ZXI MT BSIV,1,Mumbai,2012,51800,3,Petrol,2,Manual,1,First,15.5,1586,103.3,5,3.9
Honda City ZX CVT,5,Hyderabad,2007,81000,3,Petrol,1,Automatic,1,First,16.4,1497,78,5,3.25
Volkswagen Ameo 1.2 MPI Comfortline,7,Kochi,2018,17370,3,Petrol,2,Manual,1,First,17,1198,73.75,5,5.84
Volkswagen Ameo 1.2 MPI Comfortline,5,Hyderabad,2016,18456,3,Petrol,2,Manual,1,First,17,1198,73.75,5,5.75
Audi A4 2.0 TDI Multitronic,8,Delhi,2010,59000,2,Diesel,1,Automatic,1,First,16.55,1968,140,5,10
Maruti Wagon R VXI,1,Mumbai,2006,141537,3,Petrol,2,Manual,2,Second,18.9,998,67.1,5,1.05
Hyundai Verna SX Di AT,8,Delhi,2013,51000,2,Diesel,1,Automatic,1,First,19.08,1582,126.32,5,5.64
Mercedes-Benz GLC 220d 4MATIC Style,4,Coimbatore,2019,29311,2,Diesel,1,Automatic,1,First,17.9,2143,170,5,50.97
BMW 3 Series Luxury Line,1,Mumbai,2016,31000,2,Diesel,1,Automatic,1,First,21.76,1995,190,5,29.95
Honda Mobilio V Option i DTEC,1,Mumbai,2014,80000,2,Diesel,2,Manual,2,Second,24.2,1498,98.6,7,4.85
Hyundai eta 1.6 Di AT SX Plus,5,Hyderabad,2016,33000,2,Diesel,1,Automatic,1,First,17.01,1582,126.2,5,14.5
Honda City 1.5 S MT,5,Hyderabad,2011,71556,3,Petrol,2,Manual,1,First,17,1497,118,5,5.5
Ford Fiesta 1.4 TDCi EXI,9,Bangalore,2011,85000,2,Diesel,2,Manual,1,First,17.8,1399,68,5,3.2
Maruti Swift Dzire LDI,3,Chennai,2016,91000,2,Diesel,2,Manual,1,First,26.59,1248,74,5,4.5
Mercedes-Benz E-Class E250 CDI Launch Edition,4,Coimbatore,2015,73187,2,Diesel,1,Automatic,1,First,13,2143,204,5,30.72
Chevrolet Captiva LT,6,Jaipur,2009,232000,2,Diesel,2,Manual,1,First,11.5,1991,147.9,7,3.5
Toyota Innova 2.5 V Diesel 7-seater,9,Bangalore,2007,127079,2,Diesel,2,Manual,1,First,12.8,2494,102,7,6.99
Mahindra Quanto C8,7,Kochi,2014,58816,2,Diesel,2,Manual,1,First,17.21,1493,100,7,3.45
Honda City i VTEC V,7,Kochi,2015,63818,3,Petrol,2,Manual,1,First,17.4,1497,117.3,5,6.57
Audi A4 2.0 TDI 177 Premium Plus,11,Kolkata,2014,40000,2,Diesel,1,Automatic,1,First,17.11,1968,174.33,5,17.5
Volkswagen Polo Diesel Comfortline 1.2L,8,Delhi,2013,77445,2,Diesel,2,Manual,1,First,22.07,1199,73.9,5,3.75
